Transaction ID,Date,Product Category,Subcategory,Product Name,Brand Name,Unit Price,Discount (%),Discounted Price,Total Revenue,GST_Percentage,GST_Amount,Total_Revenue_Incl_GST,Current Stock,Stock_Status,Rating,Returns,Customer Type,Payment Method
T0022,2025-04-04 10:14:32,Mobile Accessories,Case,Logitech Case 41,Logitech,2865,26,2120.1,2120.1,18,381.62,2501.72,18,OK,3.7,0,Wholesale,Debit Card
T0023,2025-03-26 12:44:46,Mobile Accessories,Charger,Realme Charger 40,Realme,2586,23,1991.22,1991.22,18,358.42,2349.64,45,OK,2.4,0,New,Credit Card
T0024,2025-03-24 02:01:03,Laptops,Gaming Laptop,HP Gaming Laptop 46,HP,157313,23,121131.01,121131.01,18,21803.58,142934.59,22,OK,3.1,0,Regular,UPI
T0025,2025-03-20 16:46:58,Mobile Accessories,Earbuds,Realme Earbuds 7,Realme,3115,24,2367.4,2367.4,18,426.13,2793.53,16,OK,4.0,0,Returning,Credit Card
T0026,2025-04-11 01:06:46,Mobiles,Smartphone,Jio Smartphone 8,Jio,57685,16,48455.4,48455.4,12,5814.65,54270.05,23,OK,1.8,0,Returning,Credit Card
T0027,2025-03-30 06:23:57,Mobiles,Smartphone,Jio Smartphone 10,Jio,33050,8,30406.0,30406.0,12,3648.72,34054.72,31,OK,2.9,0,New,Credit Card
T0028,2025-04-03 07:21:39,Laptop Accessories,Mouse,HP Mouse 24,HP,3284,23,2528.68,2528.68,18,455.16,2983.84,57,OK,2.3,0,Regular,UPI
T0029,2025-03-25 03:46:06,Laptops,Ultrabook,Acer Ultrabook 15,Acer,147135,12,129478.8,129478.8,18,23306.18,152784.98,39,OK,2.0,1,Returning,Cash
T0030,2025-03-16 15:30:59,Mobiles,Smartphone,Apple Smartphone 50,Apple,19854,24,15089.04,15089.04,12,1810.68,16899.72,22,OK,4.4,0,New,Credit Card
T0031,2025-03-18 11:25:36,Laptop Accessories,Keyboard,Logitech Keyboard 25,Logitech,4718,11,4199.02,4199.02,18,755.82,4954.84,14,OK,3.1,1,New,UPI
T0032,2025-03-24 11:17:10,Mobiles,Smartphone,Nothing Smartphone 6,Nothing,44167,14,37983.62,37983.62,12,4558.03,42541.65,54,OK,3.9,0,Returning,Debit Card
T0033,2025-04-02 06:30:36,Mobiles,Feature Phone,Nothing Feature Phone 35,Nothing,71299,19,57752.19,57752.19,12,6930.26,64682.45,40,OK,3.5,0,Regular,UPI
T0034,2025-04-04 17:14:44,Mobiles,Smartphone,Apple Smartphone 14,Apple,18141,12,15964.08,15964.08,12,1915.69,17879.77,14,OK,1.8,1,Returning,UPI
T0035,2025-03-29 21:01:40,Mobiles,Smartphone,Realme Smartphone 37,Realme,41028,7,38156.04,38156.04,12,4578.72,42734.76,25,OK,3.9,1,Regular,Credit Card
T0036,2025-03-26 16:55:12,Mobiles,Smartphone,Nothing Smartphone 6,Nothing,44167,15,37541.95,37541.95,12,4505.03,42046.98,53,OK,4.5,0,Regular,UPI
T0037,2025-03-17 04:18:04,Laptops,Ultrabook,ASUS Ultrabook 30,ASUS,120733,1,119525.67,119525.67,18,21514.62,141040.29,22,OK,2.2,0,Regular,UPI
T0038,2025-04-07 21:40:36,Mobile Accessories,Charger,Realme Charger 40,Realme,2586,12,2275.68,2275.68,18,409.62,2685.3,44,OK,4.2,0,New,Cash
T0039,2025-03-14 21:59:20,Mobiles,Smartphone,Jio Smartphone 10,Jio,33050,17,27431.5,27431.5,12,3291.78,30723.28,30,OK,2.4,0,Returning,Net Banking
T0040,2025-03-27 11:52:51,Mobiles,Feature Phone,Nothing Feature Phone 35,Nothing,71299,20,57039.2,57039.2,12,6844.7,63883.9,39,OK,1.5,0,Regular,Cash
T0041,2025-04-04 02:31:33,Laptop Accessories,Mouse,Zebronics Mouse 32,Zebronics,1697,4,1629.12,1629.12,18,293.24,1922.36,44,OK,3.2,0,Regular,Debit Card
T0042,2025-04-01 05:44:09,Mobile Accessories,Cable,Zebronics Cable 36,Zebronics,551,1,545.49,545.49,18,98.19,643.68,34,OK,2.4,0,Regular,UPI
T0043,2025-03-25 22:31:18,Laptops,Gaming Laptop,Dell Gaming Laptop 13,Dell,95035,27,69375.55,69375.55,18,12487.6,81863.15,48,OK,1.0,0,New,UPI
T0044,2025-03-26 16:31:35,Laptop Accessories,Bag,Zebronics Bag 5,Zebronics,4666,8,4292.72,4292.72,18,772.69,5065.41,20,OK,3.3,0,Wholesale,UPI
T0045,2025-03-23 21:59:06,Laptop Accessories,Keyboard,HP Keyboard 20,HP,914,4,877.44,877.44,18,157.94,1035.38,16,OK,3.5,0,New,Cash
T0046,2025-03-14 18:50:05,Mobiles,Smartphone,Apple Smartphone 14,Apple,18141,21,14331.39,14331.39,12,1719.77,16051.16,13,OK,3.8,0,New,Net Banking
T0047,2025-03-28 14:15:40,Mobiles,Feature Phone,Jio Feature Phone 3,Jio,43787,1,43349.13,43349.13,12,5201.9,48551.03,41,OK,4.0,0,New,Cash
T0048,2025-03-29 23:17:24,Mobiles,Smartphone,Xiaomi Smartphone 47,Xiaomi,25300,30,17710.0,17710.0,12,2125.2,19835.2,30,OK,4.1,0,New,Credit Card
T0049,2025-04-01 07:48:10,Mobiles,Feature Phone,Nothing Feature Phone 35,Nothing,71299,5,67734.05,67734.05,12,8128.09,75862.14,38,OK,1.9,0,New,UPI
T0050,2025-04-06 06:30:46,Mobiles,Smartphone,Jio Smartphone 8,Jio,57685,8,53070.2,53070.2,12,6368.42,59438.62,22,OK,4.7,0,New,Credit Card
T0051,2025-03-23 12:25:23,Laptop Accessories,Charger,Logitech Charger 21,Logitech,2839,16,2384.76,2384.76,18,429.26,2814.02,32,OK,4.7,0,New,Cash
T0052,2025-03-30 08:31:36,Laptops,Gaming Laptop,ASUS Gaming Laptop 44,ASUS,116225,28,83682.0,83682.0,18,15062.76,98744.76,37,OK,1.2,1,Regular,UPI
T0053,2025-04-08 15:35:46,Mobiles,Feature Phone,Jio Feature Phone 42,Jio,43214,3,41917.58,41917.58,12,5030.11,46947.69,32,OK,3.0,0,Regular,UPI
T0054,2025-04-08 19:37:36,Laptops,Gaming Laptop,HP Gaming Laptop 33,HP,107233,17,89003.39,89003.39,18,16020.61,105024.0,40,OK,3.4,0,Returning,Debit Card
T0055,2025-04-07 08:50:03,Mobile Accessories,Earbuds,Realme Earbuds 7,Realme,3115,26,2305.1,2305.1,18,414.92,2720.02,15,OK,3.6,0,Returning,UPI
T0056,2025-03-24 13:41:14,Mobile Accessories,Earbuds,Realme Earbuds 7,Realme,3115,11,2772.35,2772.35,18,499.02,3271.37,14,OK,2.6,0,Regular,UPI
T0057,2025-03-19 02:06:08,Laptops,Gaming Laptop,Dell Gaming Laptop 13,Dell,95035,7,88382.55,88382.55,18,15908.86,104291.41,47,OK,3.8,0,New,UPI
T0058,2025-03-19 04:11:34,Mobile Accessories,Earbuds,Realme Earbuds 7,Realme,3115,13,2710.05,2710.05,18,487.81,3197.86,13,OK,1.3,0,Regular,Credit Card
T0059,2025-03-26 20:02:20,Laptop Accessories,Keyboard,HP Keyboard 20,HP,914,6,859.16,859.16,18,154.65,1013.81,15,OK,1.0,0,Returning,UPI
T0060,2025-03-21 04:44:42,Mobile Accessories,Charger,Zebronics Charger 19,Zebronics,2816,10,2534.4,2534.4,18,456.19,2990.59,52,OK,5.0,0,Regular,UPI
T0061,2025-03-25 22:09:15,Laptops,Gaming Laptop,ASUS Gaming Laptop 44,ASUS,116225,24,88331.0,88331.0,18,15899.58,104230.58,36,OK,1.7,1,Wholesale,UPI
T0062,2025-04-07 10:16:32,Laptop Accessories,Keyboard,HP Keyboard 22,HP,1970,22,1536.6,1536.6,18,276.59,1813.19,46,OK,1.7,0,Regular,Cash
T0063,2025-03-22 01:22:55,Mobiles,Smartphone,Apple Smartphone 50,Apple,19854,14,17074.44,17074.44,12,2048.93,19123.37,21,OK,4.7,0,New,Debit Card
T0064,2025-04-08 08:26:50,Laptop Accessories,Bag,HP Bag 39,HP,3328,6,3128.32,3128.32,18,563.1,3691.42,53,OK,4.5,0,Regular,UPI
T0065,2025-04-10 13:57:17,Laptop Accessories,Mouse,Zebronics Mouse 32,Zebronics,1697,16,1425.48,1425.48,18,256.59,1682.07,43,OK,1.2,1,Regular,Cash
T0066,2025-04-02 08:26:46,Mobile Accessories,Charger,Realme Charger 40,Realme,2586,16,2172.24,2172.24,18,391.0,2563.24,43,OK,2.8,0,New,Credit Card
T0067,2025-04-04 16:45:53,Laptops,Gaming Laptop,Dell Gaming Laptop 13,Dell,95035,12,83630.8,83630.8,18,15053.54,98684.34,46,OK,1.1,0,Regular,UPI
T0068,2025-04-04 06:47:38,Laptops,Gaming Laptop,ASUS Gaming Laptop 44,ASUS,116225,12,102278.0,102278.0,18,18410.04,120688.04,35,OK,3.7,0,Regular,Debit Card
T0069,2025-04-10 07:02:35,Mobiles,Smartphone,Apple Smartphone 50,Apple,19854,6,18662.76,18662.76,12,2239.53,20902.29,20,OK,2.6,0,Regular,UPI
T0070,2025-03-17 14:20:07,Mobiles,Feature Phone,Jio Feature Phone 3,Jio,43787,29,31088.77,31088.77,12,3730.65,34819.42,40,OK,3.8,0,New,UPI
T0071,2025-03-24 02:41:24,Laptops,Notebook,Acer Notebook 29,Acer,26371,11,23470.19,23470.19,18,4224.63,27694.82,29,OK,2.9,0,New,Cash
T0072,2025-03-22 11:40:26,Laptops,Gaming Laptop,Dell Gaming Laptop 13,Dell,95035,24,72226.6,72226.6,18,13000.79,85227.39,45,OK,4.9,0,Regular,Debit Card
T0073,2025-04-05 14:25:20,Laptop Accessories,Keyboard,Logitech Keyboard 25,Logitech,4718,16,3963.12,3963.12,18,713.36,4676.48,13,OK,1.9,1,Regular,UPI
T0074,2025-03-25 02:35:12,Laptops,Notebook,MSI Notebook 11,MSI,58421,19,47321.01,47321.01,18,8517.78,55838.79,14,OK,2.3,0,Returning,Cash
T0075,2025-04-10 11:04:02,Laptop Accessories,Keyboard,HP Keyboard 22,HP,1970,1,1950.3,1950.3,18,351.05,2301.35,45,OK,2.1,1,Wholesale,Credit Card
T0076,2025-03-31 15:03:35,Mobile Accessories,Cable,Logitech Cable 45,Logitech,266,7,247.38,247.38,18,44.53,291.91,52,OK,1.0,1,Wholesale,Cash
T0077,2025-04-09 04:31:04,Laptop Accessories,Charger,Logitech Charger 21,Logitech,2839,6,2668.66,2668.66,18,480.36,3149.02,31,OK,2.9,0,New,Debit Card
T0078,2025-03-23 21:08:08,Mobiles,Smartphone,Mi Smartphone 31,Mi,13024,9,11851.84,11851.84,12,1422.22,13274.06,42,OK,2.0,0,New,Credit Card
T0079,2025-04-12 12:02:28,Mobile Accessories,Earbuds,Realme Earbuds 7,Realme,3115,0,3115.0,3115.0,18,560.7,3675.7,12,OK,1.8,1,Wholesale,Debit Card
T0080,2025-03-20 19:43:16,Laptops,Notebook,MSI Notebook 11,MSI,58421,22,45568.38,45568.38,18,8202.31,53770.69,13,OK,4.6,0,New,Credit Card
T0081,2025-03-24 09:46:18,Laptop Accessories,Charger,Dell Charger 26,Dell,1127,29,800.17,800.17,18,144.03,944.2,16,OK,4.0,0,Regular,Cash
T0082,2025-03-30 10:20:46,Mobile Accessories,Cable,Boat Cable 1,Boat,1648,6,1549.12,1549.12,18,278.84,1827.96,57,OK,2.9,0,Regular,Debit Card
T0083,2025-03-16 19:13:15,Laptop Accessories,Bag,HP Bag 39,HP,3328,24,2529.28,2529.28,18,455.27,2984.55,52,OK,3.7,0,Regular,Debit Card
T0084,2025-04-07 11:07:07,Mobiles,Smartphone,Realme Smartphone 37,Realme,41028,23,31591.56,31591.56,12,3790.99,35382.55,24,OK,3.5,0,Returning,Credit Card
T0085,2025-03-15 18:38:09,Mobiles,Feature Phone,Nothing Feature Phone 35,Nothing,71299,2,69873.02,69873.02,12,8384.76,78257.78,37,OK,5.0,0,New,Cash
T0086,2025-03-28 05:01:13,Mobile Accessories,Charger,Realme Charger 40,Realme,2586,10,2327.4,2327.4,18,418.93,2746.33,42,OK,4.4,0,Returning,UPI
T0087,2025-03-22 20:20:37,Laptop Accessories,Keyboard,HP Keyboard 17,HP,785,4,753.6,753.6,18,135.65,889.25,15,OK,3.1,0,Returning,Cash
T0088,2025-03-19 05:19:41,Mobile Accessories,Cable,Zebronics Cable 4,Zebronics,2010,6,1889.4,1889.4,18,340.09,2229.49,43,OK,1.2,0,New,Debit Card
T0089,2025-03-25 11:29:14,Mobile Accessories,Cable,Boat Cable 1,Boat,1648,26,1219.52,1219.52,18,219.51,1439.03,56,OK,3.2,0,Regular,UPI
T0090,2025-04-04 16:43:56,Laptops,Ultrabook,ASUS Ultrabook 30,ASUS,120733,6,113489.02,113489.02,18,20428.02,133917.04,21,OK,1.7,0,Returning,UPI
T0091,2025-03-14 17:41:29,Mobile Accessories,Cable,Logitech Cable 45,Logitech,266,22,207.48,207.48,18,37.35,244.83,51,OK,3.4,0,Returning,Credit Card
T0092,2025-04-04 00:10:48,Laptop Accessories,Charger,Dell Charger 26,Dell,1127,1,1115.73,1115.73,18,200.83,1316.56,15,OK,4.7,0,Wholesale,UPI
T0093,2025-03-23 22:28:11,Laptops,Gaming Laptop,Dell Gaming Laptop 13,Dell,95035,26,70325.9,70325.9,18,12658.66,82984.56,44,OK,3.8,0,Regular,UPI
T0094,2025-03-23 23:33:04,Laptop Accessories,Charger,HP Charger 28,HP,2218,3,2151.46,2151.46,18,387.26,2538.72,33,OK,3.3,0,Regular,Credit Card
T0095,2025-03-23 06:41:41,Laptop Accessories,Bag,Zebronics Bag 5,Zebronics,4666,24,3546.16,3546.16,18,638.31,4184.47,19,OK,4.2,0,Regular,UPI
T0096,2025-04-12 20:28:32,Laptops,Notebook,ASUS Notebook 23,ASUS,145475,2,142565.5,142565.5,18,25661.79,168227.29,31,OK,3.1,1,Returning,UPI
T0097,2025-04-10 19:48:40,Mobiles,Feature Phone,Apple Feature Phone 9,Apple,56404,29,40046.84,40046.84,12,4805.62,44852.46,58,OK,1.1,0,Regular,UPI
T0098,2025-04-04 21:17:32,Mobiles,Feature Phone,Jio Feature Phone 42,Jio,43214,3,41917.58,41917.58,12,5030.11,46947.69,31,OK,3.5,0,Regular,Cash
T0099,2025-04-04 16:35:57,Laptops,Gaming Laptop,HP Gaming Laptop 46,HP,157313,23,121131.01,121131.01,18,21803.58,142934.59,21,OK,3.0,0,New,Cash
T0100,2025-04-03 19:12:07,Mobile Accessories,Case,Logitech Case 12,Logitech,2134,27,1557.82,1557.82,18,280.41,1838.23,55,OK,3.3,0,Regular,UPI
T0101,2025-04-08 17:05:00,Mobiles,Smartphone,Jio Smartphone 10,Jio,33050,7,30736.5,30736.5,12,3688.38,34424.88,29,OK,4.1,0,New,UPI
T0102,2025-03-19 19:42:19,Mobile Accessories,Charger,Logitech Charger 18,Logitech,4803,22,3746.34,3746.34,18,674.34,4420.68,26,OK,3.4,0,Returning,UPI
T0103,2025-03-17 10:16:15,Mobiles,Smartphone,Jio Smartphone 10,Jio,33050,8,30406.0,30406.0,12,3648.72,34054.72,28,OK,1.8,1,Returning,UPI
T0104,2025-03-14 18:24:18,Laptop Accessories,Mouse,Zebronics Mouse 32,Zebronics,1697,1,1680.03,1680.03,18,302.41,1982.44,42,OK,1.4,1,Regular,Cash
T0105,2025-04-11 06:03:03,Laptop Accessories,Keyboard,HP Keyboard 16,HP,3229,24,2454.04,2454.04,18,441.73,2895.77,27,OK,1.5,0,Regular,UPI
T0106,2025-04-10 05:18:05,Laptop Accessories,Charger,HP Charger 28,HP,2218,22,1730.04,1730.04,18,311.41,2041.45,32,OK,2.7,0,Returning,Credit Card
T0107,2025-03-26 17:29:32,Mobiles,Smartphone,Xiaomi Smartphone 47,Xiaomi,25300,6,23782.0,23782.0,12,2853.84,26635.84,29,OK,2.4,0,Wholesale,UPI
T0108,2025-03-20 01:08:49,Mobile Accessories,Case,Logitech Case 41,Logitech,2865,26,2120.1,2120.1,18,381.62,2501.72,17,OK,1.3,0,Returning,Debit Card
T0109,2025-04-12 12:03:04,Laptops,Gaming Laptop,HP Gaming Laptop 33,HP,107233,30,75063.1,75063.1,18,13511.36,88574.46,39,OK,3.0,0,Regular,Cash
T0110,2025-03-29 09:12:32,Laptop Accessories,Keyboard,HP Keyboard 22,HP,1970,5,1871.5,1871.5,18,336.87,2208.37,44,OK,3.5,0,Returning,Credit Card
T0111,2025-04-12 10:05:29,Mobile Accessories,Charger,Logitech Charger 18,Logitech,4803,10,4322.7,4322.7,18,778.09,5100.79,25,OK,1.2,1,New,UPI
T0112,2025-03-19 23:35:17,Mobiles,Smartphone,Realme Smartphone 37,Realme,41028,8,37745.76,37745.76,12,4529.49,42275.25,23,OK,1.4,1,New,Net Banking
T0113,2025-03-20 09:42:28,Laptops,Gaming Laptop,ASUS Gaming Laptop 44,ASUS,116225,0,116225.0,116225.0,18,20920.5,137145.5,34,OK,3.3,0,Returning,Debit Card
T0114,2025-04-03 15:51:05,Laptops,Gaming Laptop,HP Gaming Laptop 46,HP,157313,20,125850.4,125850.4,18,22653.07,148503.47,20,OK,2.3,0,Regular,Cash
T0115,2025-04-04 08:15:00,Mobile Accessories,Case,Logitech Case 12,Logitech,2134,21,1685.86,1685.86,18,303.45,1989.31,54,OK,4.8,0,Wholesale,Credit Card
T0116,2025-03-30 23:40:34,Laptops,Notebook,Acer Notebook 29,Acer,26371,15,22415.35,22415.35,18,4034.76,26450.11,28,OK,4.9,0,Returning,Credit Card
T0117,2025-04-01 12:35:36,Laptops,Gaming Laptop,HP Gaming Laptop 46,HP,157313,20,125850.4,125850.4,18,22653.07,148503.47,19,OK,1.8,1,Wholesale,Credit Card
T0118,2025-04-06 03:12:08,Laptop Accessories,Keyboard,HP Keyboard 20,HP,914,11,813.46,813.46,18,146.42,959.88,14,OK,4.6,0,Returning,Debit Card
T0119,2025-04-12 14:59:16,Mobile Accessories,Charger,Realme Charger 40,Realme,2586,12,2275.68,2275.68,18,409.62,2685.3,41,OK,1.9,0,New,Debit Card
T0120,2025-03-15 23:54:38,Mobiles,Smartphone,Jio Smartphone 10,Jio,33050,3,32058.5,32058.5,12,3847.02,35905.52,27,OK,3.8,0,New,UPI
T0121,2025-04-03 19:56:42,Laptops,Gaming Laptop,ASUS Gaming Laptop 44,ASUS,116225,7,108089.25,108089.25,18,19456.06,127545.31,33,OK,2.7,0,New,Credit Card
T0122,2025-04-08 23:48:39,Mobiles,Smartphone,Realme Smartphone 37,Realme,41028,3,39797.16,39797.16,12,4775.66,44572.82,22,OK,3.9,0,New,Debit Card
T0123,2025-03-19 13:49:42,Mobiles,Smartphone,Vivo Smartphone 27,Vivo,23208,5,22047.6,22047.6,12,2645.71,24693.31,35,OK,4.5,0,New,UPI
T0124,2025-04-02 10:21:18,Laptops,Notebook,Dell Notebook 48,Dell,141050,20,112840.0,112840.0,18,20311.2,133151.2,24,OK,2.5,0,Wholesale,UPI
T0125,2025-04-04 22:11:50,Mobiles,Feature Phone,Apple Feature Phone 9,Apple,56404,30,39482.8,39482.8,12,4737.94,44220.74,57,OK,3.1,0,Regular,UPI
T0126,2025-04-05 15:30:19,Mobiles,Smartphone,Nothing Smartphone 6,Nothing,44167,7,41075.31,41075.31,12,4929.04,46004.35,52,OK,3.4,0,New,Net Banking
T0127,2025-03-25 00:03:50,Mobile Accessories,Charger,Zebronics Charger 19,Zebronics,2816,21,2224.64,2224.64,18,400.44,2625.08,51,OK,3.1,0,Regular,Credit Card
T0128,2025-03-14 23:05:38,Mobiles,Smartphone,Realme Smartphone 37,Realme,41028,8,37745.76,37745.76,12,4529.49,42275.25,21,OK,1.1,0,Returning,Cash
T0129,2025-04-04 01:30:31,Mobile Accessories,Charger,Realme Charger 40,Realme,2586,19,2094.66,2094.66,18,377.04,2471.7,40,OK,2.9,0,Regular,Debit Card
T0130,2025-03-31 16:13:21,Mobiles,Smartphone,Vivo Smartphone 27,Vivo,23208,12,20423.04,20423.04,12,2450.76,22873.8,34,OK,1.3,0,Returning,UPI
T0131,2025-04-02 23:58:46,Mobiles,Smartphone,Mi Smartphone 31,Mi,13024,19,10549.44,10549.44,12,1265.93,11815.37,41,OK,2.5,1,Wholesale,UPI
T0132,2025-03-18 10:25:33,Laptops,Notebook,Acer Notebook 2,Acer,37689,0,37689.0,37689.0,18,6784.02,44473.02,48,OK,1.2,0,New,Cash
T0133,2025-04-02 23:55:57,Laptop Accessories,Mouse,HP Mouse 24,HP,3284,15,2791.4,2791.4,18,502.45,3293.85,56,OK,2.5,0,Regular,Credit Card
T0134,2025-03-15 19:13:07,Mobiles,Smartphone,Mi Smartphone 31,Mi,13024,3,12633.28,12633.28,12,1515.99,14149.27,40,OK,2.6,0,New,UPI
T0135,2025-03-20 08:51:30,Mobiles,Smartphone,Vivo Smartphone 27,Vivo,23208,8,21351.36,21351.36,12,2562.16,23913.52,33,OK,3.3,0,Wholesale,Debit Card
T0136,2025-04-08 02:58:16,Laptop Accessories,Charger,HP Charger 28,HP,2218,4,2129.28,2129.28,18,383.27,2512.55,31,OK,1.4,0,Wholesale,UPI
T0137,2025-03-19 15:39:41,Mobiles,Smartphone,Apple Smartphone 50,Apple,19854,0,19854.0,19854.0,12,2382.48,22236.48,19,OK,5.0,0,New,UPI
T0138,2025-03-26 00:08:17,Laptop Accessories,Charger,Dell Charger 26,Dell,1127,20,901.6,901.6,18,162.29,1063.89,14,OK,4.7,0,New,UPI
T0139,2025-03-16 20:09:10,Mobile Accessories,Earbuds,Realme Earbuds 7,Realme,3115,27,2273.95,2273.95,18,409.31,2683.26,11,OK,1.3,0,Regular,UPI
T0140,2025-03-28 05:18:46,Laptop Accessories,Charger,Dell Charger 26,Dell,1127,5,1070.65,1070.65,18,192.72,1263.37,13,OK,3.2,0,Returning,UPI
T0141,2025-03-20 20:05:10,Mobiles,Feature Phone,Apple Feature Phone 9,Apple,56404,15,47943.4,47943.4,12,5753.21,53696.61,56,OK,4.6,0,Returning,Debit Card
T0142,2025-03-14 06:13:27,Mobiles,Smartphone,Apple Smartphone 50,Apple,19854,25,14890.5,14890.5,12,1786.86,16677.36,18,OK,3.3,0,Regular,UPI
T0143,2025-03-26 08:19:12,Mobile Accessories,Cable,Zebronics Cable 36,Zebronics,551,29,391.21,391.21,18,70.42,461.63,33,OK,4.8,0,Returning,UPI
T0144,2025-03-21 16:09:34,Laptop Accessories,Mouse,HP Mouse 24,HP,3284,15,2791.4,2791.4,18,502.45,3293.85,55,OK,3.3,0,Regular,UPI
T0145,2025-03-19 12:36:40,Mobiles,Smartphone,Nothing Smartphone 6,Nothing,44167,2,43283.66,43283.66,12,5194.04,48477.7,51,OK,3.7,0,Regular,Debit Card
T0146,2025-03-21 16:23:37,Laptop Accessories,Keyboard,HP Keyboard 22,HP,1970,11,1753.3,1753.3,18,315.59,2068.89,43,OK,2.0,1,Regular,UPI
T0147,2025-04-08 07:39:42,Mobile Accessories,Charger,Boat Charger 49,Boat,3796,3,3682.12,3682.12,18,662.78,4344.9,53,OK,4.3,0,Returning,Credit Card
T0148,2025-04-10 06:21:26,Laptop Accessories,Mouse,Zebronics Mouse 32,Zebronics,1697,22,1323.66,1323.66,18,238.26,1561.92,41,OK,2.5,0,Regular,UPI
T0149,2025-03-25 08:19:49,Mobile Accessories,Charger,Zebronics Charger 19,Zebronics,2816,25,2112.0,2112.0,18,380.16,2492.16,50,OK,1.6,1,Regular,Net Banking
T0150,2025-03-15 20:28:42,Laptops,Gaming Laptop,Dell Gaming Laptop 13,Dell,95035,9,86481.85,86481.85,18,15566.73,102048.58,43,OK,4.9,0,New,UPI
T0151,2025-03-24 17:18:42,Mobile Accessories,Charger,Boat Charger 49,Boat,3796,12,3340.48,3340.48,18,601.29,3941.77,52,OK,4.5,0,Regular,Credit Card
