Transaction ID,Date,Product Category,Product Subcategory,Product Name,Brand Name,Units Sold,Unit Price,Discount (%),Discounted Price,Total Revenue,GST_Percentage,GST_Amount,Total_Revenue_Incl_GST,Region,Payment Method,Customer Type,Current Stock,Stock_Status,Rating,Returned Units
fade8b47-b9d6-4495-a052-1c428774260b,2025-04-08,Laptops,Business,Lenovo ThinkPad Business,Lenovo ThinkPad,8,8713.09,17.89,7154.318198999999,57234.545591999995,18.0,10302.218206559999,67536.76379855999,Main Market,UPI,Returning,79,In Stock,3.6,0
df523e6e-d5e6-4c6a-8bf6-36dc41533529,2025-02-05,Laptop Accessories,Mouse,HP Mouse,HP,5,5633.04,26.02,4167.322992,20836.614960000003,18.0,3750.5906928000004,24587.205652800003,Main Market,Cash,Returning,66,In Stock,3.5,0
523b35c1-0921-40f5-aa79-4262db8413b9,2025-01-26,Laptop Accessories,Mouse,Logitech Mouse,Logitech,3,8395.96,9.17,7626.0504679999995,22878.151403999997,18.0,4118.0672527199995,26996.218656719997,Main Market,UPI,New,17,Low Stock,3.2,2
6abd3e2a-7c4c-49f5-b7b2-de46c5a7b28a,2025-02-21,Laptops,Gaming,ASUS Gaming,ASUS,9,2798.3,14.57,2390.5876900000003,21515.289210000003,18.0,3872.7520578000003,25388.041267800003,Main Market,UPI,Returning,20,Low Stock,4.6,0
c2e6c5c4-56fa-4064-8846-d4eb9a92746b,2025-03-25,Laptop Accessories,Cooling Pads,Dell Cooling Pads,Dell,7,9678.36,5.94,9103.465416000001,63724.25791200001,18.0,11470.366424160002,75194.62433616,Main Market,UPI,Returning,33,In Stock,2.7,2
c3e95762-1f90-4ae2-9ac2-dd73f2b180e6,2025-01-26,Mobiles,Smartphones,OnePlus Smartphones,OnePlus,1,47649.75,26.86,34851.02715,34851.02715,12.0,4182.123258,39033.150408,Main Market,Card,New,69,In Stock,4.4,1
3d72e3a2-b1d5-41b7-8f87-02dd53e20cd7,2025-01-27,Mobile Accessories,Earphones,boAt Earphones,boAt,1,1998.22,3.61,1926.084258,1926.084258,18.0,346.69516644,2272.77942444,Main Market,UPI,New,10,Low Stock,4.3,0
a16a585f-94cf-4a67-83d3-b7f0b5f3429a,2025-03-24,Mobiles,Smartphones,Samsung Smartphones,Samsung,1,78824.52,0.23,78643.22360400001,78643.22360400001,12.0,9437.186832480002,88080.41043648002,Main Market,UPI,New,1,Low Stock,3.7,1
9c42b24a-6e49-453a-b4f2-e00608cf0ca1,2025-01-24,Mobile Accessories,Cases,boAt Cases,boAt,6,9771.12,6.78,9108.638064,54651.82838400001,18.0,9837.32910912,64489.15749312001,Main Market,Card,Returning,74,In Stock,4.1,1
9933b3f4-6122-40f7-8476-8de849970539,2025-02-22,Mobile Accessories,Earphones,Samsung Earphones,Samsung,8,3018.89,15.56,2549.150716,20393.205728,18.0,3670.77703104,24063.982759040002,Main Market,UPI,Returning,36,In Stock,3.7,2
124370dd-ee08-4ed9-8c5b-548e534e2121,2025-02-20,Laptops,Gaming,Lenovo Legion Gaming,Lenovo Legion,8,1172.83,4.81,1116.4168769999999,8931.335015999999,18.0,1607.6403028799998,10538.975318879999,Main Market,UPI,Returning,97,In Stock,3.1,2
839b4ac5-97fe-4e71-9fa9-615ded901a9b,2025-01-29,Mobile Accessories,Chargers,Portronics Chargers,Portronics,3,4905.18,19.09,3968.7811380000003,11906.343414,18.0,2143.14181452,14049.485228520001,Main Market,Card,New,70,In Stock,4.2,0
cdea2176-e305-4758-8ef3-160e2e7d7567,2025-03-17,Laptop Accessories,Cooling Pads,HP Cooling Pads,HP,2,2754.14,22.69,2129.225634,4258.451268,18.0,766.5212282399999,5024.97249624,Main Market,UPI,New,26,Low Stock,2.7,1
c555cb14-df96-44f3-95ea-55150bd9d4c7,2025-02-17,Laptop Accessories,Cooling Pads,Logitech Cooling Pads,Logitech,7,1881.22,21.3,1480.52014,10363.64098,18.0,1865.4553764,12229.0963564,Main Market,UPI,New,100,In Stock,3.6,0
f8bc68bb-59e0-4cd8-8b78-3ea37fb0707e,2025-04-10,Laptops,Student,Acer Aspire Student,Acer Aspire,10,8550.53,2.75,8315.390425000001,83153.90425000002,18.0,14967.702765000004,98121.60701500003,Main Market,Card,Returning,59,In Stock,2.6,1
484738fd-3131-4966-8e3c-b0101f1c9659,2025-01-13,Laptop Accessories,Mouse,Logitech Mouse,Logitech,2,3392.61,18.31,2771.423109,5542.846218,18.0,997.7123192399999,6540.55853724,Main Market,UPI,New,18,Low Stock,4.3,1
db0c95e9-e56f-4f99-9f06-d1f4aaca938a,2025-02-12,Laptop Accessories,Bags,Logitech Bags,Logitech,7,8383.12,3.3,8106.477040000001,56745.33928000001,18.0,10214.161070400001,66959.5003504,Main Market,UPI,New,63,In Stock,2.5,1
79a8a6d2-7a9c-42b4-8a79-238c0476ad1c,2025-02-11,Laptops,Gaming,Lenovo Legion Gaming,Lenovo Legion,10,5943.47,24.82,4468.300746,44683.00746,18.0,8042.9413428,52725.9488028,Main Market,Card,Returning,80,In Stock,3.8,2
fd015889-c3d7-40c9-b622-4377fc060b54,2025-03-30,Laptop Accessories,Cooling Pads,Dell Cooling Pads,Dell,4,5090.61,7.33,4717.468287,18869.873148,18.0,3396.5771666399996,22266.45031464,Main Market,UPI,Returning,54,In Stock,2.6,1
b6b2fbef-574b-4503-a0f1-00c4c10a8fb6,2025-01-18,Laptop Accessories,Keyboard,Lenovo Keyboard,Lenovo,1,6248.09,26.94,4564.854554,4564.854554,18.0,821.6738197199999,5386.52837372,Main Market,Cash,New,34,In Stock,4.0,1
0c1a54ca-3672-4f49-91d7-54998141a019,2025-01-24,Laptops,Student,Acer Aspire Student,Acer Aspire,2,1146.24,6.94,1066.690944,2133.381888,18.0,384.00873984,2517.39062784,Main Market,UPI,Returning,25,Low Stock,3.6,0
fcb29458-4e95-4c29-8ec5-48361bed278b,2025-01-16,Laptop Accessories,Bags,Logitech Bags,Logitech,10,4295.66,4.03,4122.544902,41225.44902,18.0,7420.580823599999,48646.0298436,Main Market,Card,Returning,20,Low Stock,3.5,2
15699ba1-3b71-44df-b6bb-848f705aeead,2025-02-17,Laptop Accessories,Cooling Pads,Logitech Cooling Pads,Logitech,6,7119.69,4.21,6819.951050999999,40919.70630599999,18.0,7365.547135079998,48285.25344107999,Main Market,Cash,New,52,In Stock,4.2,1
72d11b7c-f889-4b7b-b44f-cc83af79b340,2025-01-12,Laptops,Business,Dell Business,Dell,1,6441.85,15.16,5465.26554,5465.26554,18.0,983.7477972,6449.0133372,Main Market,UPI,Returning,57,In Stock,4.0,0
eed7abda-d41b-46a9-aec2-dd0f8d6304a2,2025-03-19,Mobile Accessories,Chargers,boAt Chargers,boAt,4,7821.31,21.39,6148.3317910000005,24593.327164000002,18.0,4426.798889520001,29020.12605352,Main Market,UPI,New,66,In Stock,3.7,0
0ca6915f-7c25-43cc-b3dc-eea1844b8732,2025-03-18,Laptop Accessories,Bags,Dell Bags,Dell,8,9612.96,7.67,8875.645967999999,71005.16774399999,18.0,12780.930193919998,83786.09793791999,Main Market,Cash,Returning,18,Low Stock,3.9,2
26a45675-4e7a-4ac9-a9d6-3311e018c730,2025-04-04,Laptop Accessories,Cooling Pads,HP Cooling Pads,HP,7,6494.71,23.82,4947.670078,34633.690546,18.0,6234.064298279999,40867.754844279996,Main Market,Cash,New,10,Low Stock,4.4,0
a5676612-0ded-4216-bff7-91011223220f,2025-02-09,Laptops,Student,Acer Aspire Student,Acer Aspire,9,3394.77,1.38,3347.922174,30131.299565999998,18.0,5423.633921879999,35554.93348788,Main Market,UPI,Returning,71,In Stock,2.9,2
ac4920c7-6b94-4640-8e19-967f4103b5bb,2025-03-02,Mobile Accessories,Screen Protectors,Portronics Screen Protectors,Portronics,3,5992.44,20.71,4751.405675999999,14254.217028,18.0,2565.7590650399998,16819.97609304,Main Market,UPI,New,33,In Stock,3.5,2
d7874407-2be0-4c8f-a015-20fd9b3cc0d3,2025-03-06,Mobiles,Smartphones,Xiaomi Smartphones,Xiaomi,2,34726.26,6.52,32462.107848,64924.215696,12.0,7790.905883519999,72715.12157952,Main Market,UPI,Returning,84,In Stock,3.9,1
92cbcf17-55c9-4219-8348-69f6050bdd4f,2025-04-01,Mobile Accessories,Chargers,Portronics Chargers,Portronics,5,7704.14,18.42,6285.037412,31425.187059999997,18.0,5656.5336707999995,37081.72073079999,Main Market,Cash,New,51,In Stock,4.2,0
aa239f79-687c-4244-8705-cf73f36bdd2e,2025-01-19,Laptops,Student,Acer Aspire Student,Acer Aspire,9,9433.0,14.05,8107.6635,72968.9715,18.0,13134.414869999999,86103.38637,Main Market,UPI,New,61,In Stock,3.7,0
95afb563-7fc5-4cfe-b6f3-a191fe33181d,2025-01-30,Laptop Accessories,Keyboard,Dell Keyboard,Dell,8,8118.13,22.55,6287.491685,50299.93348,18.0,9053.9880264,59353.9215064,Main Market,Cash,Returning,11,Low Stock,2.7,1
