Product ID,Product Name,Brand Name,Product Category,Subcategory,Current Stock,Reorder Level,Reorder Quantity,Stock Status,Unit Price,Cost Price,Selling Price,Discount (%),GST (%),Supplier Name,Lead Time,Stock_Status,Rating,Transaction ID,Customer Type,Total_Revenue_Incl_GST,Total Revenue,GST_Percentage,Discounted Price,Returns,Payment Method,Date,GST_Amount
3716,Realme Earphones 56,Realme,Mobile Accessories,Earphones,324,49,80,OK,8335.91,6126.84,10386.17,18,18,Supplier_77,3,OK,3.8,T11750,New,10049.66,8516.66,18,8516.66,1,Card,2025-03-01,1533.0
3951,Dell Bags 5,Dell,Laptop Accessories,Bags,449,41,38,OK,48201.78,29528.29,58259.84,20,12,Supplier_43,6,OK,2.5,T92482,New,52200.81,46607.87,12,46607.87,0,Cash,2025-01-01,5592.94
7902,HP Business 67,HP,Laptops,Business,406,83,88,OK,30606.03,18866.08,34168.69,2,5,Supplier_55,13,OK,1.5,T81915,Returning,35159.59,33485.32,5,33485.32,1,Card,2025-02-25,1674.27
6618,Xiaomi Smartphones 44,Xiaomi,Mobiles,Smartphones,338,41,26,OK,25132.69,21775.28,31351.14,19,28,Supplier_75,22,OK,2.0,T67101,New,32504.86,25394.42,28,25394.42,0,Cash,2025-01-24,7110.44
9123,Realme Earphones 56,Realme,Mobile Accessories,Earphones,409,62,68,OK,10697.19,8658.56,12290.57,13,12,Supplier_86,30,OK,2.6,T99656,Wholesale,11975.94,10692.8,12,10692.8,0,UPI,2025-04-01,1283.14
2987,Realme Earphones 56,Realme,Mobile Accessories,Earphones,152,99,23,OK,11000.53,10413.39,13043.53,19,28,Supplier_41,15,OK,3.2,T32575,Returning,13523.53,10565.26,28,10565.26,1,Card,2025-03-21,2958.27
3913,Samsung Smartphones 67,Samsung,Mobiles,Smartphones,493,60,30,OK,6228.07,5594.34,7017.28,21,5,Supplier_97,21,OK,3.5,T78987,Wholesale,5820.83,5543.65,5,5543.65,0,UPI,2025-05-07,277.18
4474,HP Business 67,HP,Laptops,Business,472,63,75,OK,23408.93,16058.98,25136.67,13,18,Supplier_2,10,OK,1.4,T47802,New,25805.3,21868.9,18,21868.9,1,Cash,2025-04-22,3936.4
6073,Realme Smartphones 32,Realme,Mobiles,Smartphones,98,21,66,OK,27767.69,23705.47,34054.88,30,28,Supplier_87,22,OK,4.4,T48638,New,30513.18,23838.42,28,23838.42,0,Card,2025-01-18,6674.76
3582,Mi Cases 15,Mi,Mobile Accessories,Cases,336,17,100,OK,8602.89,7991.1,9004.96,27,28,Supplier_87,9,OK,4.5,T20107,Returning,8414.23,6573.62,28,6573.62,0,Cash,2025-05-16,1840.61
3425,Realme Smartphones 32,Realme,Mobiles,Smartphones,203,34,73,OK,3882.76,2880.58,4513.98,20,5,Supplier_56,24,OK,4.4,T29716,Returning,3791.74,3611.18,5,3611.18,0,Cash,2025-03-15,180.56
6602,Acer Student 53,Acer,Laptops,Student,262,10,48,OK,16726.35,13142.95,21313.48,11,5,Supplier_80,6,OK,4.6,T77391,Returning,19917.45,18969.0,5,18969.0,0,Card,2025-04-03,948.45
5522,HP Keyboard 39,HP,Laptop Accessories,Keyboard,60,53,81,OK,35264.26,32330.89,41978.2,6,28,Supplier_13,7,OK,4.0,T11072,New,50508.17,39459.51,28,39459.51,1,Cash,2025-04-26,11048.66
3358,ASUS Gaming 66,ASUS,Laptops,Gaming,155,34,43,OK,20569.55,14752.93,21936.92,6,5,Supplier_33,24,OK,4.4,T32496,Returning,21651.74,20620.7,5,20620.7,1,EMI,2025-04-27,1031.04
7602,Dell Business 32,Dell,Laptops,Business,173,80,20,OK,3461.68,2220.3,3674.32,25,12,Supplier_22,26,OK,4.5,T92314,New,3086.43,2755.74,12,2755.74,1,EMI,2025-01-28,330.69
3970,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,360,88,20,OK,49827.95,38933.85,58427.71,18,5,Supplier_36,15,OK,4.0,T22717,Wholesale,50306.26,47910.72,5,47910.72,1,Cash,2025-01-01,2395.54
4347,Boat Chargers 7,Boat,Mobile Accessories,Chargers,125,100,47,OK,13405.33,9926.45,15982.45,21,12,Supplier_96,17,OK,3.2,T24788,Returning,14141.28,12626.14,12,12626.14,0,EMI,2025-05-30,1515.14
5073,Realme Smartphones 32,Realme,Mobiles,Smartphones,312,52,28,OK,7935.66,5616.29,7952.13,29,28,Supplier_56,23,OK,4.8,T82117,Returning,7226.89,5646.01,28,5646.01,0,EMI,2025-05-31,1580.88
7160,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,102,55,16,OK,30915.76,22371.97,34383.88,30,18,Supplier_93,5,OK,2.2,T22861,Returning,28401.09,24068.72,18,24068.72,0,Cash,2025-03-05,4332.37
9734,Realme Earphones 56,Realme,Mobile Accessories,Earphones,459,97,54,OK,39078.75,25309.43,44093.69,22,5,Supplier_45,3,OK,3.2,T65149,Wholesale,36112.73,34393.08,5,34393.08,1,EMI,2025-04-19,1719.65
6714,Realme Earphones 56,Realme,Mobile Accessories,Earphones,387,55,21,OK,36481.59,28762.0,43432.55,17,28,Supplier_40,20,OK,4.1,T37916,Wholesale,46142.75,36049.02,28,36049.02,1,Cash,2025-02-12,10093.73
1073,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,135,83,23,OK,32920.28,20224.06,42667.45,10,28,Supplier_62,20,OK,1.7,T14190,New,49152.9,38400.7,28,38400.7,0,EMI,2025-01-29,10752.2
6859,Lenovo Business 11,Lenovo,Laptops,Business,243,98,27,OK,34457.21,32034.31,44519.7,16,12,Supplier_68,1,OK,1.5,T86445,New,41884.14,37396.55,12,37396.55,1,UPI,2025-04-10,4487.59
3613,HP Keyboard 39,HP,Laptop Accessories,Keyboard,170,75,57,OK,39238.4,36549.2,49619.89,11,18,Supplier_92,12,OK,2.9,T59317,New,52110.81,44161.7,18,44161.7,1,Card,2025-05-31,7949.11
3632,ASUS Gaming 66,ASUS,Laptops,Gaming,44,91,90,Low,35385.24,28437.02,41010.85,8,12,Supplier_67,6,Low,1.1,T27109,Returning,42257.58,37729.98,12,37729.98,0,EMI,2025-04-06,4527.6
3320,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,246,66,14,OK,35331.09,31090.8,41792.84,2,12,Supplier_21,3,OK,2.9,T65691,Wholesale,45871.82,40956.98,12,40956.98,1,Cash,2025-03-01,4914.84
5209,ASUS Gaming 66,ASUS,Laptops,Gaming,319,76,64,OK,14304.68,9420.11,14959.29,18,5,Supplier_30,10,OK,4.9,T78018,Returning,12879.95,12266.62,5,12266.62,0,Card,2025-03-02,613.33
5629,Dell Bags 5,Dell,Laptop Accessories,Bags,426,18,52,OK,10377.71,6718.39,11462.6,17,18,Supplier_86,20,OK,1.7,T22436,Wholesale,11226.47,9513.96,18,9513.96,1,EMI,2025-05-31,1712.51
7939,Boat Chargers 7,Boat,Mobile Accessories,Chargers,264,73,59,OK,34881.87,27230.15,36931.75,14,28,Supplier_20,7,OK,1.9,T80054,Returning,40654.48,31761.31,28,31761.31,0,UPI,2025-03-29,8893.17
6653,Lenovo Business 11,Lenovo,Laptops,Business,426,41,65,OK,30550.86,25725.12,35233.99,7,12,Supplier_65,4,OK,3.2,T98795,New,36699.72,32767.61,12,32767.61,0,Card,2025-02-08,3932.11
3067,Vivo Smartphones 82,Vivo,Mobiles,Smartphones,420,77,36,OK,3837.69,3593.09,4476.06,2,18,Supplier_47,1,OK,2.6,T61723,New,5176.12,4386.54,18,4386.54,0,Card,2025-04-19,789.58
6337,HP Keyboard 39,HP,Laptop Accessories,Keyboard,36,82,21,Low,20630.06,14121.8,26471.56,15,12,Supplier_38,29,Low,2.4,T38436,Wholesale,25200.93,22500.83,12,22500.83,1,Card,2025-05-16,2700.1
5398,MSI Gaming 1,MSI,Laptops,Gaming,16,61,26,Low,24086.28,14842.86,25938.53,25,12,Supplier_88,10,Low,4.4,T51505,Wholesale,21788.37,19453.9,12,19453.9,1,EMI,2025-01-09,2334.47
2526,Dell Business 32,Dell,Laptops,Business,93,28,75,OK,47296.69,33054.33,50729.51,8,28,Supplier_16,13,OK,4.9,T58425,New,59739.07,46671.15,28,46671.15,0,EMI,2025-05-31,13067.92
7113,Vivo Smartphones 82,Vivo,Mobiles,Smartphones,459,31,17,OK,8023.07,6151.91,10129.76,20,18,Supplier_24,14,OK,4.1,T61258,Returning,9562.5,8103.81,18,8103.81,1,Cash,2025-02-22,1458.69
5527,Dell Business 32,Dell,Laptops,Business,29,73,45,Low,19293.8,11687.62,20262.57,9,28,Supplier_26,20,Low,3.2,T18658,Returning,23601.84,18438.94,28,18438.94,1,Cash,2025-05-12,5162.9
8625,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,397,35,96,OK,6094.0,4617.93,6453.98,6,18,Supplier_66,8,OK,2.4,T58891,Wholesale,7158.75,6066.74,18,6066.74,0,Card,2025-03-11,1092.01
9848,Lenovo Business 11,Lenovo,Laptops,Business,482,86,39,OK,13814.65,8510.61,14004.49,28,12,Supplier_89,1,OK,2.9,T72658,Returning,11293.22,10083.23,12,10083.23,0,Card,2025-02-11,1209.99
8999,HP Keyboard 39,HP,Laptop Accessories,Keyboard,417,69,82,OK,35105.18,28178.86,39129.9,25,28,Supplier_46,27,OK,1.3,T57576,Returning,37564.71,29347.43,28,29347.43,0,Cash,2025-05-29,8217.28
4053,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,313,79,80,OK,41681.07,39287.27,53027.75,18,18,Supplier_53,5,OK,2.4,T41136,Wholesale,51309.66,43482.76,18,43482.76,0,Card,2025-01-29,7826.9
6658,Apple Smartphones 52,Apple,Mobiles,Smartphones,259,78,37,OK,2572.98,1902.95,2640.14,0,12,Supplier_31,27,OK,1.3,T47457,New,2956.96,2640.14,12,2640.14,1,UPI,2025-03-19,316.82
9992,Realme Earphones 56,Realme,Mobile Accessories,Earphones,348,30,86,OK,12762.44,11162.44,15466.9,4,28,Supplier_60,22,OK,4.8,T52621,Wholesale,19005.72,14848.22,28,14848.22,1,UPI,2025-03-03,4157.5
9746,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,303,73,98,OK,14567.24,10814.13,16534.84,11,12,Supplier_1,26,OK,4.8,T37892,Returning,16481.93,14716.01,12,14716.01,0,Cash,2025-04-28,1765.92
8855,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,401,76,81,OK,16234.43,11318.6,16510.34,13,12,Supplier_66,8,OK,4.9,T27955,Wholesale,16087.68,14364.0,12,14364.0,1,EMI,2025-02-01,1723.68
7782,Dell Bags 5,Dell,Laptop Accessories,Bags,335,38,81,OK,40183.43,35967.31,45210.46,6,12,Supplier_50,10,OK,4.6,T65317,Wholesale,47597.57,42497.83,12,42497.83,0,Cash,2025-01-24,5099.74
5052,Apple Smartphones 52,Apple,Mobiles,Smartphones,471,14,94,OK,37772.64,24361.05,45294.88,15,28,Supplier_41,17,OK,3.5,T53199,Returning,49280.83,38500.65,28,38500.65,1,Card,2025-02-27,10780.18
8951,Zebronics Cooling Pads 38,Zebronics,Laptop Accessories,Cooling Pads,409,49,16,OK,47241.53,31125.56,56625.71,25,28,Supplier_83,16,OK,2.8,T63729,New,54360.68,42469.28,28,42469.28,1,Cash,2025-04-30,11891.4
6447,Apple Smartphones 52,Apple,Mobiles,Smartphones,214,98,95,OK,13153.42,11490.26,14299.78,16,18,Supplier_71,8,OK,4.5,T21114,New,14173.95,12011.82,18,12011.82,0,EMI,2025-03-05,2162.13
9459,ASUS Gaming 66,ASUS,Laptops,Gaming,78,64,41,OK,20296.7,13075.35,23542.05,25,18,Supplier_87,30,OK,3.2,T49539,Returning,20834.72,17656.54,18,17656.54,0,Card,2025-04-08,3178.18
3454,Jio Feature Phones 91,Jio,Mobiles,Feature Phones,82,22,23,OK,18082.52,14539.18,21803.34,26,18,Supplier_18,16,OK,2.6,T43333,New,19038.67,16134.47,18,16134.47,0,Card,2025-04-07,2904.2
2628,Xiaomi Smartphones 44,Xiaomi,Mobiles,Smartphones,143,83,19,OK,35968.97,31547.76,36070.53,14,28,Supplier_2,20,OK,2.1,T95151,Returning,39706.44,31020.66,28,31020.66,0,Cash,2025-04-08,8685.78
2253,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,346,50,50,OK,41682.97,31340.6,45018.8,18,12,Supplier_19,7,OK,4.6,T30134,Returning,41345.27,36915.42,12,36915.42,0,Cash,2025-05-15,4429.85
5066,HP Keyboard 39,HP,Laptop Accessories,Keyboard,397,36,77,OK,17389.51,12099.16,20421.31,9,5,Supplier_48,15,OK,2.2,T72800,Returning,19512.56,18583.39,5,18583.39,0,Card,2025-03-27,929.17
1240,Zebronics Cooling Pads 38,Zebronics,Laptop Accessories,Cooling Pads,250,15,75,OK,13033.42,11105.47,15395.93,13,18,Supplier_26,10,OK,4.9,T86901,Wholesale,15805.46,13394.46,18,13394.46,1,EMI,2025-02-22,2411.0
4498,Apple Smartphones 52,Apple,Mobiles,Smartphones,464,18,54,OK,8584.49,6703.56,11049.29,9,28,Supplier_55,27,OK,2.0,T39913,Wholesale,12870.21,10054.85,28,10054.85,0,EMI,2025-03-20,2815.36
9288,Realme Smartphones 32,Realme,Mobiles,Smartphones,312,53,91,OK,5942.15,4351.39,7482.74,25,18,Supplier_81,10,OK,4.8,T29457,Returning,6622.23,5612.06,18,5612.06,1,UPI,2025-05-10,1010.17
5357,Samsung Smartphones 67,Samsung,Mobiles,Smartphones,265,44,34,OK,26684.37,18763.63,30315.74,21,18,Supplier_60,21,OK,3.2,T68829,Wholesale,28260.33,23949.43,18,23949.43,1,EMI,2025-05-07,4310.9
8420,Samsung Smartphones 67,Samsung,Mobiles,Smartphones,196,43,82,OK,23421.12,21345.29,30069.42,6,28,Supplier_8,1,OK,4.5,T92362,New,36179.52,28265.25,28,28265.25,0,UPI,2025-01-18,7914.27
6767,Vivo Smartphones 82,Vivo,Mobiles,Smartphones,61,13,40,OK,48045.83,33896.68,61468.99,7,5,Supplier_55,3,OK,2.7,T51761,Returning,60024.47,57166.16,5,57166.16,0,UPI,2025-05-10,2858.31
7154,Samsung Screen Protectors 56,Samsung,Mobile Accessories,Screen Protectors,21,38,14,Low,46827.27,31231.99,49575.14,25,28,Supplier_72,11,Low,1.9,T82395,New,47592.13,37181.35,28,37181.35,1,Card,2025-01-17,10410.78
9668,Boat Chargers 7,Boat,Mobile Accessories,Chargers,358,48,68,OK,27028.67,17248.08,29147.51,25,28,Supplier_38,4,OK,4.9,T66206,New,27981.61,21860.63,28,21860.63,0,Card,2025-01-07,6120.98
6377,Realme Smartphones 32,Realme,Mobiles,Smartphones,114,18,84,OK,30623.14,20185.23,37636.44,5,12,Supplier_49,1,OK,4.6,T78551,Wholesale,40045.17,35754.62,12,35754.62,1,UPI,2025-03-21,4290.55
7496,HP Business 67,HP,Laptops,Business,416,79,53,OK,9123.74,6860.99,10004.05,21,5,Supplier_93,4,OK,3.6,T93251,Returning,8298.36,7903.2,5,7903.2,0,EMI,2025-01-26,395.16
6337,Xiaomi Smartphones 44,Xiaomi,Mobiles,Smartphones,324,22,12,OK,40774.81,34858.06,46175.9,9,5,Supplier_46,30,OK,4.5,T42826,Returning,44121.07,42020.07,5,42020.07,0,EMI,2025-01-01,2101.0
8108,Apple Smartphones 52,Apple,Mobiles,Smartphones,436,58,96,OK,14376.39,10564.77,17638.78,15,28,Supplier_70,25,OK,1.3,T66202,Returning,19190.99,14992.96,28,14992.96,1,Card,2025-04-25,4198.03
3766,ASUS Gaming 66,ASUS,Laptops,Gaming,392,83,82,OK,45928.19,38760.35,51398.44,6,28,Supplier_61,6,OK,3.0,T32316,Wholesale,61842.6,48314.53,28,48314.53,0,EMI,2025-02-09,13528.07
5549,Apple Smartphones 52,Apple,Mobiles,Smartphones,242,35,20,OK,24027.73,20767.44,26947.31,25,18,Supplier_79,23,OK,1.9,T99145,Wholesale,23848.37,20210.48,18,20210.48,1,Cash,2025-04-09,3637.89
2790,Jio Feature Phones 91,Jio,Mobiles,Feature Phones,243,44,94,OK,21691.21,14123.68,23073.78,6,18,Supplier_45,14,OK,2.4,T28705,Returning,25593.43,21689.35,18,21689.35,0,UPI,2025-05-19,3904.08
2474,Vivo Smartphones 82,Vivo,Mobiles,Smartphones,199,26,75,OK,36463.0,25008.25,43322.13,5,5,Supplier_98,9,OK,2.9,T33878,Returning,43213.82,41156.02,5,41156.02,1,Cash,2025-01-07,2057.8
8321,Lenovo Business 11,Lenovo,Laptops,Business,256,70,34,OK,38342.41,29359.67,39597.61,6,12,Supplier_90,22,OK,2.7,T81573,New,41688.36,37221.75,12,37221.75,0,Cash,2025-03-05,4466.61
4527,Xiaomi Smartphones 44,Xiaomi,Mobiles,Smartphones,324,87,53,OK,6740.3,6301.07,7975.17,17,5,Supplier_39,8,OK,2.0,T40475,New,6950.36,6619.39,5,6619.39,0,Cash,2025-05-27,330.97
3390,Lenovo Business 11,Lenovo,Laptops,Business,305,34,30,OK,5765.33,4082.36,6963.71,2,5,Supplier_96,12,OK,2.3,T90871,Wholesale,7165.66,6824.44,5,6824.44,1,UPI,2025-02-03,341.22
1753,Samsung Screen Protectors 56,Samsung,Mobile Accessories,Screen Protectors,339,48,18,OK,32888.41,25387.77,42748.21,30,5,Supplier_56,23,OK,4.3,T78738,Wholesale,31419.94,29923.75,5,29923.75,1,UPI,2025-05-28,1496.19
7814,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,108,32,48,OK,15560.69,13312.03,19399.0,21,28,Supplier_37,6,OK,3.6,T18937,New,19616.27,15325.21,28,15325.21,0,UPI,2025-02-08,4291.06
4148,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,167,31,94,OK,34658.66,23981.77,35904.66,21,28,Supplier_75,20,OK,2.2,T48249,Returning,36306.79,28364.68,28,28364.68,1,Card,2025-01-11,7942.11
6470,Apple Smartphones 52,Apple,Mobiles,Smartphones,282,30,83,OK,12430.61,9452.41,14659.81,11,18,Supplier_19,21,OK,2.1,T13488,Returning,15395.73,13047.23,18,13047.23,1,UPI,2025-01-13,2348.5
5834,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,117,36,43,OK,41561.02,26378.9,53930.43,13,18,Supplier_58,3,OK,1.0,T20814,New,55364.97,46919.47,18,46919.47,0,UPI,2025-02-04,8445.5
1474,Zebronics Cooling Pads 38,Zebronics,Laptop Accessories,Cooling Pads,73,11,93,OK,35397.22,31430.89,35539.0,18,5,Supplier_15,8,OK,3.1,T30806,Returning,30599.08,29141.98,5,29141.98,0,EMI,2025-01-22,1457.1
6548,Realme Smartphones 32,Realme,Mobiles,Smartphones,440,75,54,OK,16842.79,14636.52,20702.95,13,12,Supplier_2,4,OK,1.0,T92182,Wholesale,20172.96,18011.57,12,18011.57,1,Cash,2025-02-13,2161.39
6296,Logitech Mouse 73,Logitech,Laptop Accessories,Mouse,260,24,18,OK,48843.33,43284.1,49346.81,24,5,Supplier_1,8,OK,4.2,T17421,Returning,39378.76,37503.58,5,37503.58,1,UPI,2025-01-29,1875.18
2030,Realme Smartphones 32,Realme,Mobiles,Smartphones,56,82,74,Low,42201.21,34994.9,52024.6,12,5,Supplier_66,18,Low,1.4,T76806,Returning,48070.73,45781.65,5,45781.65,0,EMI,2025-03-01,2289.08
9733,MSI Gaming 1,MSI,Laptops,Gaming,384,60,36,OK,5011.28,3545.34,5417.17,8,5,Supplier_64,23,OK,4.6,T19498,Wholesale,5232.99,4983.8,5,4983.8,0,Cash,2025-03-27,249.19
5331,Dell Business 32,Dell,Laptops,Business,240,95,20,OK,9128.29,5789.38,11596.19,0,12,Supplier_16,17,OK,3.6,T56765,New,12987.73,11596.19,12,11596.19,0,Cash,2025-03-24,1391.54
9764,HP Keyboard 39,HP,Laptop Accessories,Keyboard,158,64,61,OK,36133.1,32667.3,38656.08,19,5,Supplier_74,10,OK,1.9,T49548,Wholesale,32876.99,31311.42,5,31311.42,0,EMI,2025-03-31,1565.57
3915,Mi Cases 15,Mi,Mobile Accessories,Cases,92,50,12,OK,4884.52,4144.42,5664.69,22,18,Supplier_61,10,OK,2.3,T38227,New,5213.78,4418.46,18,4418.46,1,EMI,2025-01-20,795.32
7378,Nothing Smartphones 24,Nothing,Mobiles,Smartphones,305,42,46,OK,481.29,302.23,624.21,11,12,Supplier_19,17,OK,3.1,T57953,Returning,622.22,555.55,12,555.55,0,UPI,2025-03-31,66.67
6969,Dell Business 32,Dell,Laptops,Business,354,72,22,OK,19839.89,13396.7,20599.28,18,28,Supplier_79,14,OK,2.2,T91495,New,21621.0,16891.41,28,16891.41,1,Cash,2025-05-17,4729.59
8148,Samsung Screen Protectors 56,Samsung,Mobile Accessories,Screen Protectors,322,100,15,OK,49766.08,37075.92,63004.72,25,18,Supplier_98,12,OK,4.4,T10171,Returning,55759.18,47253.54,18,47253.54,1,Cash,2025-01-21,8505.64
